,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
2711,yaseaktag,,410,615,3521,2021-01-02 08:18:04,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2712,CenkBabaeren,Turkey,4192,20932,184502,2021-01-02 08:14:42,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2713,BarisYontem,Antalya,386,186,9830,2021-01-02 07:17:02,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2714,19Black03Eagles,Cyprus,759,801,1891,2021-01-02 06:53:54,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2715,iremcaglar09,"İstanbul, Nazilli",659,657,5284,2021-01-02 06:45:48,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2716,FatihNp,,52,17,2,2021-01-02 06:36:36,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2717,BulentPartal,"Istanbul, Turkey",489,148,2736,2021-01-02 06:30:37,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2718,Yunusbykl61,Ötüken,1455,1110,628,2021-01-02 06:20:25,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2719,cilay_cevikkol,"İstanbul, Türkiye",780,53,3948,2021-01-02 02:45:51,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2720,metekaraduman,"İnegöl, Türkiye",687,533,26288,2021-01-01 23:44:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2721,sevdaturanli,,265,70,537,2021-01-01 23:38:23,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2723,Mustafa27Sezer,,91,51,916,2021-01-01 23:28:35,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2724,Emreegezenn,"Ankara,Beypazarı",785,1026,14070,2021-01-01 23:06:41,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2725,sinasiyy,"Merkez, Aydın",62,235,553,2021-01-01 23:04:17,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2726,mycops,,175,14,315,2021-01-01 22:51:50,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2727,memovi,,4993,2397,57428,2021-01-01 22:46:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2728,TufanAcun,"Medellín, Colombia",222,88,3022,2021-01-01 22:44:38,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2729,buskrc7,,91,54,72,2021-01-01 22:35:48,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2730,tmmbusenur,,161,87,175,2021-01-01 22:18:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2731,utkuertn,İzmir,402,165,3097,2021-01-01 22:15:28,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2732,AnLmeteAkyZ,"Çankaya, Ankara",53,37,15103,2021-01-01 22:14:47,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2733,naildemirtas,ISTANBUL/TURKEY,205,27,4330,2021-01-01 22:10:10,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2734,yasin6144,"Mersin, Türkiye",3836,4053,6693,2021-01-01 21:58:22,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2739,arislamogluu,"Ataşehir, İstanbul",452,56,775,2021-01-01 21:28:03,32,çok özledik be kemal abi
2745,ReyhanAky,Tarabya İstanbul,158,14,9,2021-01-01 21:21:02,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2750,bjkuubra,🌎,150,514,2525,2021-01-01 21:00:58,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2752,emretasdmr53,53🇹🇷,506,569,4067,2021-01-01 20:57:08,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2753,UgurDeepss,"İstanbul, Türkiye",197,175,2160,2021-01-01 20:55:21,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2755,elcjn,32:52 E 39:56 N,160,168,401,2021-01-01 20:54:27,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2758,_BurakYanar_,Samsun,412,152,2464,2021-01-01 20:51:52,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2759,batuhaanaydin,Istanbul,115,715,21364,2021-01-01 20:51:28,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2760,hasaniscan88,,217,162,593,2021-01-01 20:50:29,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2763,jimpnar,,299,273,10032,2021-01-01 20:49:05,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2766,SefaTurkyilmaz,Kütahya/TÜRKİYE,289,302,1357,2021-01-01 20:46:40,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2767,bktercick,,197,311,11899,2021-01-01 20:45:50,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
2768,reenkarnak,,302,313,1928,2021-01-01 20:40:21,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
